machine_id,machine_type,temperature,vibration,pressure,rpm,humidity,power_draw,operating_hours,maintenance_gap_days,tool_wear,age_days,thermal_stress,mechanical_stress,energy_intensity,maintenance_urgency,anomaly_label,failure_within_7_days
M-02633,turbine,79.09,2.95,34.42,1662.5,55.18,313.89,17.77,11,58.74,1127,0.606,3.17,0.189,2.445,0,0
M-02634,robotic_arm,87.41,4.37,32.13,1563.29,79.33,301.96,8.47,38,61.04,605,1.264,3.86,0.193,2.532,0,1
M-02635,compressor,61.87,4.24,31.65,1555.09,63.24,213.63,13.67,45,50.68,810,-0.174,3.569,0.137,3.295,0,0
M-02636,compressor,72.76,2.85,32.27,1289.22,47.78,196.57,14.4,4,50.82,621,0.216,2.424,0.152,1.542,0,0
M-02637,compressor,75.96,3.2,35.55,1609.29,45.37,259.47,15.83,50,90.75,795,0.352,3.873,0.161,3.612,0,0
M-02638,cnc,82.65,2.71,30.75,1700.42,66.92,234.52,22.02,24,44.31,1166,0.901,2.805,0.138,3.253,0,0
M-02639,turbine,70.56,4.84,33.7,1521.02,42.48,322.5,14.93,19,23.18,990,0.053,3.297,0.212,2.481,0,0
M-02640,cnc,58.36,1.45,25.08,1526.05,47.08,188.08,5.35,16,44.87,345,-0.511,1.872,0.123,1.248,0,0
M-02641,robotic_arm,80.21,2.78,46.32,1222.36,49.13,275.93,10.9,31,74.63,1052,0.602,2.77,0.226,2.771,0,0
M-02642,turbine,85.25,1.59,29.3,1639.8,56.27,293.75,16.57,48,50.15,674,0.925,2.221,0.179,3.476,0,0
M-02643,robotic_arm,73.17,4.79,32.22,1770.55,49.68,302.42,10.66,49,74.55,738,0.255,4.653,0.171,3.215,0,1
M-02644,turbine,78.05,1.68,34.4,1508.13,36.2,330.93,19.36,15,27.78,217,0.365,1.632,0.219,1.942,0,0
M-02645,cnc,69.26,4.24,28.54,1343.02,65.94,283.77,7.8,49,60.36,583,0.222,3.46,0.211,2.914,0,1
M-02646,turbine,65.54,6.5,31.05,1420.84,47.15,261.61,6.86,49,87.11,425,-0.151,5.344,0.184,2.726,0,1
M-02647,robotic_arm,84.26,6.54,30.97,1374.32,76.24,385.89,8.62,5,55.28,187,1.076,4.668,0.281,0.873,0,1
M-02648,turbine,77.87,1.67,25.52,1385.12,55.65,284.2,21.52,20,65.5,1034,0.55,2.208,0.205,2.953,0,0
M-02649,robotic_arm,78.9,4.62,33.63,1566.64,67.21,397.24,17.62,2,69.49,233,0.717,4.168,0.254,1.331,0,1
M-02650,turbine,89.02,2.82,21.1,1500.3,59.57,283.87,14.4,59,75.27,885,1.147,3.197,0.189,3.962,0,1
M-02651,turbine,63.45,2.53,41.52,1630.71,67.78,303.94,10.01,29,38.28,916,-0.05,2.486,0.186,2.524,0,0
M-02652,compressor,68.48,4.04,35.76,1516.76,58.84,295.98,22.37,17,64.55,769,0.112,3.68,0.195,2.663,0,0
M-02653,turbine,75.58,5.92,34.83,1294.46,54.82,320.03,21.78,53,44.54,1022,0.427,3.996,0.247,4.278,0,1
M-02654,robotic_arm,68.36,5.04,20.58,1359.88,65.12,277.71,11.99,41,42.14,216,0.169,3.557,0.204,2.539,0,0
M-02655,compressor,81.83,3.2,26.24,1348.69,81.83,311.25,19.05,56,50.14,107,1.01,2.689,0.231,3.472,0,1
M-02656,turbine,72.13,5.19,39.34,1416.44,48.76,404.5,22.27,48,43.74,1034,0.194,3.751,0.286,4.118,0,1
M-02657,compressor,64.07,1.06,55.91,1773.05,61.54,373.18,10.27,57,7.46,293,-0.081,1.264,0.21,3.14,0,0
M-02658,robotic_arm,74.66,3.15,38.17,1801.88,51.94,373.62,10.57,14,75.49,420,0.352,3.814,0.207,1.544,0,0
M-02659,cnc,75.7,3.05,37.22,1600.59,58.07,217.77,14.92,13,60.51,855,0.466,3.172,0.136,2.127,0,0
M-02660,cnc,83.35,4.31,34.15,1471.38,52.51,228.29,12.17,6,18.07,683,0.792,2.834,0.155,1.539,0,0
M-02661,turbine,77.93,3.92,25.92,1204.9,26.11,319.15,19.23,21,29.82,313,0.258,2.472,0.265,2.255,0,0
M-02662,compressor,78.61,4.0,36.97,1489.6,49.6,355.1,14.74,33,63.05,349,0.527,3.59,0.238,2.495,0,1
M-02663,compressor,77.2,3.96,24.39,1307.8,63.99,271.26,8.24,34,54.21,1018,0.6,3.128,0.207,2.703,0,0
M-02664,cnc,72.12,4.23,23.74,1743.49,42.82,259.66,11.13,41,73.73,668,0.134,4.292,0.149,2.864,0,0
M-02665,compressor,66.84,4.96,23.36,1160.9,63.05,395.6,17.42,44,51.48,1113,0.072,3.414,0.341,3.733,0,1
M-02666,turbine,76.89,4.41,36.85,1519.21,54.2,349.58,5.07,49,85.24,713,0.486,4.3,0.23,2.858,0,1
M-02667,turbine,70.67,3.8,30.66,1292.64,49.7,373.77,10.84,32,12.36,826,0.13,2.185,0.289,2.619,0,0
M-02668,cnc,90.9,4.76,31.61,1448.29,62.87,276.31,4.32,17,63.25,467,1.274,3.953,0.191,1.328,0,0
M-02669,robotic_arm,87.42,5.36,30.91,1569.89,60.17,271.2,20.42,27,40.3,123,1.073,3.995,0.173,2.408,0,1
M-02670,compressor,80.33,3.42,24.25,1633.95,57.05,366.68,6.34,52,34.15,651,0.687,2.899,0.224,3.003,0,0
M-02671,robotic_arm,77.78,4.12,26.98,1439.08,64.19,287.92,5.54,49,94.65,900,0.631,4.213,0.2,3.043,0,1
M-02672,compressor,73.12,5.83,27.28,1587.02,54.44,265.29,19.73,55,87.06,540,0.3,5.213,0.167,3.834,0,1
M-02673,compressor,61.39,2.66,22.57,1330.76,32.26,245.64,5.79,33,22.45,1044,-0.508,1.811,0.185,2.537,0,0
M-02674,compressor,71.84,6.73,27.97,1494.2,47.46,271.77,17.69,47,10.46,864,0.167,4.043,0.182,3.661,0,1
M-02675,robotic_arm,75.01,2.33,24.51,1630.4,30.35,361.88,11.6,25,87.39,652,0.154,3.356,0.222,2.239,0,0
M-02676,compressor,76.29,3.72,34.47,1509.78,59.89,206.87,20.43,2,21.08,693,0.514,2.623,0.137,1.884,0,0
M-02677,compressor,78.7,2.87,34.97,1354.72,62.75,345.89,7.66,45,93.18,342,0.662,3.377,0.255,2.544,0,1
M-02678,turbine,83.21,7.26,23.24,1399.77,63.3,258.97,5.69,7,31.35,1064,0.894,4.621,0.185,1.508,1,1
M-02679,robotic_arm,67.08,3.5,29.22,1632.82,57.87,291.33,8.57,38,44.11,156,0.033,3.137,0.178,2.164,0,0
M-02680,compressor,67.17,3.5,42.14,1253.47,63.62,295.49,22.64,59,9.27,145,0.095,1.9,0.236,3.839,0,0
M-02681,turbine,88.51,3.68,25.12,1280.02,33.08,290.65,20.58,3,56.07,960,0.856,2.974,0.227,2.155,0,0
M-02682,turbine,81.71,4.33,33.56,1558.29,50.71,286.34,9.72,44,22.93,119,0.693,3.068,0.184,2.442,0,0
M-02683,cnc,70.09,3.74,31.63,1370.95,35.02,276.12,8.12,52,45.95,655,-0.045,2.935,0.201,3.113,0,0
M-02684,robotic_arm,72.93,4.01,37.56,1188.45,47.7,267.86,7.14,38,92.34,299,0.223,3.752,0.225,2.197,0,1
M-02685,cnc,72.97,-0.74,32.77,1693.15,71.4,390.79,8.42,42,28.99,845,0.463,0.591,0.231,2.89,0,0
M-02686,robotic_arm,74.32,4.28,28.41,1252.07,65.12,306.63,8.1,54,65.32,221,0.467,3.449,0.245,2.83,0,1
M-02687,cnc,78.73,4.22,31.4,1414.1,59.95,296.81,21.76,47,24.19,383,0.636,2.828,0.21,3.505,0,0
M-02688,robotic_arm,99.35,5.65,31.49,1338.49,49.82,263.1,4.4,4,62.94,673,1.566,4.281,0.197,0.985,1,1
M-02689,cnc,75.9,6.03,30.45,1396.42,40.08,278.48,21.6,46,32.47,509,0.296,3.962,0.199,3.56,0,1
M-02690,compressor,80.63,3.94,23.09,1290.77,54.24,263.32,4.83,45,69.75,312,0.674,3.404,0.204,2.35,0,0
M-02691,turbine,57.14,5.34,38.46,1578.57,65.33,354.75,20.54,15,78.21,159,-0.39,4.758,0.225,1.965,0,0
M-02692,compressor,69.15,2.66,37.4,1469.95,56.92,256.02,12.51,39,88.66,107,0.127,3.335,0.174,2.4,0,0
M-02693,turbine,86.29,5.27,24.73,1627.06,32.97,158.99,5.54,50,92.27,303,0.744,5.071,0.098,2.585,0,1
M-02694,turbine,78.02,3.4,29.2,1340.35,53.26,308.79,19.98,51,27.92,403,0.534,2.342,0.23,3.575,0,0
M-02695,turbine,30.11,2.54,29.65,1833.94,29.04,286.84,9.13,52,17.25,223,-2.104,2.363,0.156,2.814,0,0
M-02696,cnc,80.74,3.94,24.06,1107.16,61.65,266.92,21.56,47,9.61,655,0.754,1.941,0.241,3.719,0,0
M-02697,turbine,93.18,6.16,19.8,1164.68,43.68,364.25,19.05,9,73.43,1073,1.196,4.521,0.313,2.397,0,1
M-02698,cnc,54.04,4.45,26.98,1765.56,37.32,127.32,23.64,30,22.75,882,-0.825,3.427,0.072,3.353,0,0
M-02699,compressor,89.19,6.3,28.86,1535.33,61.82,407.46,20.64,15,81.02,430,1.178,5.276,0.265,2.197,0,1
M-02700,turbine,46.28,3.15,22.35,1511.45,58.71,373.55,8.82,6,96.66,576,-0.999,3.826,0.247,1.249,0,0
M-02701,robotic_arm,83.38,5.67,32.06,1527.63,54.79,264.18,12.18,17,19.06,944,0.817,3.68,0.173,2.198,0,1
M-02702,compressor,73.91,3.29,37.98,1552.82,78.3,275.7,17.93,54,31.92,1158,0.579,2.664,0.178,4.201,0,1
M-02703,compressor,50.5,4.52,36.05,1503.96,59.62,337.79,10.32,36,54.79,702,-0.779,3.728,0.225,2.644,0,0
M-02704,turbine,78.46,4.5,30.24,1276.14,44.26,339.53,14.93,46,45.9,311,0.466,3.218,0.266,2.995,0,1
M-02705,robotic_arm,85.51,5.13,19.96,1597.27,58.23,263.8,8.75,31,45.46,1052,0.958,4.01,0.165,2.642,0,0
M-02706,compressor,77.64,4.55,35.29,1568.92,48.57,199.91,17.26,22,25.63,660,0.468,3.257,0.127,2.466,0,0
M-02707,turbine,79.85,3.17,31.88,1707.12,67.2,442.39,10.84,30,89.48,122,0.764,3.969,0.259,1.952,1,1
M-02708,cnc,69.88,5.43,33.55,1767.56,55.37,367.15,5.1,59,69.75,371,0.148,4.908,0.208,2.975,0,1
M-02709,cnc,55.39,6.62,42.62,1509.49,56.56,315.2,23.36,18,19.62,681,-0.565,4.192,0.209,2.689,0,0
M-02710,robotic_arm,80.92,3.38,26.05,1229.04,34.69,316.43,20.88,20,5.42,985,0.493,1.725,0.257,2.874,0,0
M-02711,turbine,91.5,1.63,13.75,1769.05,52.74,345.39,10.07,51,77.45,1035,1.202,2.973,0.195,3.507,1,1
M-02712,cnc,85.3,4.9,24.68,1266.73,51.32,353.17,6.59,23,6.51,298,0.878,2.634,0.279,1.564,0,0
M-02713,cnc,54.12,3.74,33.92,1510.83,39.71,169.39,18.7,54,88.64,892,-0.797,3.986,0.112,4.026,0,0
M-02714,cnc,58.85,4.02,31.16,1403.79,49.34,282.19,8.41,58,55.3,1157,-0.464,3.32,0.201,3.789,0,0
M-02715,turbine,65.54,4.98,23.71,1372.49,57.23,275.44,16.11,5,93.36,976,-0.051,4.566,0.201,1.98,0,0
M-02716,cnc,58.07,3.56,22.48,1587.57,51.95,294.51,19.58,40,78.33,885,-0.477,3.793,0.186,3.512,0,1
M-02717,compressor,74.44,3.82,28.87,1494.0,35.05,355.1,9.45,7,89.96,973,0.173,4.037,0.238,1.658,0,0
M-02718,turbine,77.93,4.06,23.52,1542.38,48.72,188.64,9.69,52,75.66,708,0.484,3.95,0.122,3.252,0,1
M-02719,cnc,59.7,6.26,34.12,1303.18,46.38,217.31,5.23,8,59.78,763,-0.451,4.499,0.167,1.27,0,0
M-02720,robotic_arm,81.77,4.24,28.53,1418.67,54.32,260.69,10.4,53,21.44,680,0.732,2.789,0.184,3.31,0,0
M-02721,compressor,80.01,2.47,27.24,1311.48,53.03,315.03,15.95,46,74.13,1150,0.631,2.715,0.24,3.755,0,1
M-02722,turbine,68.52,2.53,26.45,1414.17,47.06,359.09,7.12,33,61.27,492,-0.003,2.635,0.254,2.157,0,0
M-02723,compressor,72.27,4.39,32.58,1428.62,46.59,411.04,23.06,14,48.19,952,0.18,3.422,0.288,2.737,0,1
M-02724,compressor,54.5,2.62,31.26,1781.97,52.81,286.39,18.45,17,58.07,113,-0.647,3.147,0.161,1.881,0,0
M-02725,cnc,70.68,2.01,32.21,1403.31,63.56,358.98,8.08,27,27.06,554,0.269,1.653,0.256,2.026,0,0
M-02726,robotic_arm,74.07,5.09,32.08,1067.39,55.34,351.16,14.61,51,43.42,1105,0.357,3.193,0.329,3.838,0,1
M-02727,turbine,75.69,5.16,30.57,1701.12,69.08,340.21,11.83,54,16.8,360,0.575,3.603,0.2,3.17,0,1
M-02728,cnc,77.79,3.68,24.8,1530.87,65.6,303.42,11.65,31,43.93,972,0.645,3.092,0.198,2.749,0,0
M-02729,compressor,76.44,4.61,26.62,1426.42,69.96,279.03,15.2,15,49.36,647,0.622,3.561,0.196,2.051,0,0
M-02730,turbine,71.36,4.46,28.63,1371.3,68.42,235.75,6.16,34,86.49,239,0.352,4.144,0.172,1.929,0,1
M-02731,cnc,76.86,5.04,43.39,1279.55,70.76,231.45,8.31,50,55.08,208,0.651,3.703,0.181,2.672,0,1
M-02732,cnc,84.02,5.05,22.91,1798.85,38.16,327.56,6.99,33,91.34,225,0.683,5.172,0.182,1.927,0,1
M-02733,robotic_arm,73.05,0.55,28.49,1459.33,59.77,301.46,7.48,53,96.95,606,0.35,2.327,0.207,3.074,0,0
M-02734,compressor,77.18,3.86,31.59,1137.2,66.62,277.99,17.1,2,9.65,431,0.625,1.942,0.244,1.465,0,0
M-02735,cnc,72.14,4.93,29.18,1508.99,68.79,348.21,23.92,31,61.73,1083,0.395,4.099,0.231,3.578,0,1
M-02736,compressor,67.53,3.63,37.44,1667.11,42.75,291.97,17.02,4,33.43,937,-0.096,3.044,0.175,1.962,0,0
M-02737,cnc,79.23,4.25,29.15,1478.16,59.89,245.64,23.69,37,85.88,248,0.66,4.167,0.166,3.108,0,1
M-02738,compressor,68.45,5.25,29.59,1287.71,52.9,287.68,15.54,37,51.94,648,0.051,3.766,0.223,2.952,0,0
M-02739,robotic_arm,77.86,4.31,35.89,1271.61,74.16,358.34,9.67,20,12.42,939,0.735,2.437,0.282,2.162,0,0
M-02740,robotic_arm,74.28,6.31,41.86,1284.88,35.35,238.47,21.45,48,25.43,816,0.168,3.815,0.186,3.887,0,1
M-02741,cnc,70.96,5.78,39.44,1723.9,42.77,318.6,5.34,57,69.02,100,0.076,5.021,0.185,2.684,0,1
M-02742,turbine,70.72,4.03,30.18,1437.1,30.27,301.4,6.05,28,12.56,96,-0.061,2.523,0.21,1.563,0,0
M-02743,cnc,68.92,3.92,30.7,1147.83,53.74,255.55,22.95,27,41.01,737,0.083,2.618,0.223,3.071,0,0
M-02744,turbine,57.54,0.21,31.28,1519.14,79.17,285.93,17.0,13,87.8,1115,-0.231,2.042,0.188,2.469,0,0
M-02745,compressor,77.83,3.74,31.88,1475.39,51.47,202.84,22.58,3,7.77,146,0.506,2.322,0.137,1.596,0,0
M-02746,turbine,76.32,2.31,25.92,1369.2,53.21,312.13,6.66,25,71.14,273,0.448,2.647,0.228,1.627,0,0
M-02747,cnc,82.5,4.51,36.62,1266.33,58.6,216.29,19.37,27,69.17,299,0.811,3.673,0.171,2.491,0,1
M-02748,cnc,68.69,4.41,32.24,1258.5,50.6,374.71,8.7,46,35.47,443,0.04,2.935,0.298,2.731,0,0
M-02749,compressor,92.95,5.17,30.73,1645.59,56.39,299.02,10.87,52,15.71,1078,1.312,3.511,0.182,3.63,0,0
M-02750,cnc,70.2,6.16,23.37,1494.55,56.71,267.83,21.98,8,14.73,1141,0.177,3.815,0.179,2.59,0,1
M-02751,cnc,65.25,4.16,31.37,1536.16,41.85,380.44,12.23,10,97.08,430,-0.219,4.426,0.248,1.492,0,0
M-02752,robotic_arm,64.06,7.39,19.64,1494.06,50.87,237.93,17.41,34,69.31,903,-0.188,5.586,0.159,3.157,1,1
M-02753,turbine,56.66,4.53,27.51,1508.98,60.9,256.4,21.75,23,40.72,101,-0.458,3.459,0.17,2.309,0,0
M-02754,cnc,89.33,2.37,27.62,1365.69,63.14,186.1,21.42,42,84.19,657,1.198,2.936,0.136,3.513,0,1
M-02755,turbine,87.71,3.41,32.72,1412.95,67.58,390.12,4.18,20,14.82,786,1.161,2.192,0.276,1.706,0,0
M-02756,turbine,80.01,3.68,42.28,1659.68,56.03,426.74,7.16,26,17.06,1047,0.661,2.735,0.257,2.342,0,0
M-02757,turbine,65.04,5.03,34.43,1704.63,56.27,196.22,22.37,27,23.77,1002,-0.085,3.676,0.115,3.257,0,0
M-02758,robotic_arm,92.11,2.87,39.69,1230.02,61.0,251.97,15.25,36,77.54,158,1.316,2.889,0.205,2.487,0,1
M-02759,robotic_arm,70.48,3.78,34.87,1412.51,44.86,309.54,13.6,6,43.85,548,0.073,2.975,0.219,1.513,0,0
M-02760,compressor,71.31,3.97,37.75,1601.07,44.37,271.48,5.31,53,66.04,174,0.109,3.794,0.17,2.583,0,0
M-02761,robotic_arm,88.37,3.57,42.14,1788.77,50.5,302.96,4.5,21,27.08,100,1.024,3.062,0.169,1.193,0,0
M-02762,turbine,80.59,5.34,26.61,1770.75,36.7,297.36,23.07,14,78.84,262,0.496,5.041,0.168,2.162,0,1
M-02763,cnc,96.01,5.1,26.22,1306.76,56.88,331.49,13.48,39,81.16,1125,1.469,4.294,0.254,3.306,1,1
M-02764,compressor,76.49,5.83,35.01,1679.51,64.59,242.54,19.73,9,44.26,383,0.57,4.493,0.144,1.863,0,1
M-02765,cnc,70.03,3.74,30.98,1460.55,43.48,317.52,8.4,36,24.88,910,0.036,2.639,0.217,2.702,0,0
M-02766,turbine,67.88,5.88,32.32,1637.99,57.22,232.45,8.74,5,64.85,877,0.066,4.873,0.142,1.455,0,1
M-02767,compressor,55.53,2.29,29.51,1591.89,44.45,278.23,15.21,17,29.33,1052,-0.679,2.121,0.175,2.469,0,0
M-02768,robotic_arm,71.21,2.26,27.42,1222.49,39.8,192.11,21.52,44,19.09,680,0.059,1.369,0.157,3.618,0,0
M-02769,turbine,85.45,2.5,40.72,1549.0,76.67,278.7,9.77,23,63.5,1172,1.139,2.858,0.18,2.483,0,0
M-02770,turbine,79.99,4.21,24.4,1631.03,39.97,267.77,10.58,54,53.73,562,0.499,3.722,0.164,3.263,0,1
M-02771,cnc,74.2,5.88,35.12,1446.37,36.65,366.33,15.01,22,79.43,964,0.177,4.891,0.253,2.584,0,1
M-02772,turbine,64.05,3.36,34.15,1405.66,54.58,301.15,4.8,42,32.77,958,-0.152,2.51,0.214,2.766,0,0
M-02773,turbine,76.27,3.53,21.53,1167.1,55.22,312.96,11.58,3,26.4,693,0.466,2.138,0.268,1.392,0,0
M-02774,cnc,84.13,3.9,26.02,1573.05,60.01,303.54,15.13,58,65.85,442,0.906,3.708,0.193,3.596,0,1
M-02775,turbine,78.31,5.0,27.02,1487.57,76.01,166.61,4.1,37,71.6,266,0.776,4.308,0.112,1.947,0,1
M-02776,compressor,75.67,3.53,34.39,1284.01,42.67,175.2,16.76,43,44.27,184,0.31,2.662,0.136,2.879,0,0
M-02777,robotic_arm,66.03,3.45,28.8,1391.35,45.06,284.29,5.02,20,47.02,644,-0.148,2.827,0.204,1.638,0,0
M-02778,compressor,82.67,2.32,30.49,1477.81,71.31,323.11,18.4,18,16.74,530,0.947,1.72,0.219,2.266,0,0
M-02779,cnc,42.68,3.4,22.25,1349.45,63.27,289.73,20.03,27,49.59,322,-1.133,2.789,0.215,2.55,0,0
M-02780,cnc,77.83,5.85,44.96,1450.48,61.6,248.84,20.78,16,96.33,940,0.607,5.215,0.172,2.67,0,1
M-02781,cnc,99.7,4.33,31.43,1135.01,44.92,289.38,17.47,3,15.8,270,1.534,2.317,0.255,1.393,1,0
M-02782,cnc,58.92,3.16,33.99,1692.9,65.51,283.74,15.23,40,58.96,616,-0.299,3.338,0.168,3.027,0,0
M-02783,robotic_arm,71.59,5.93,27.76,1452.86,61.64,355.64,10.15,43,6.75,565,0.296,3.472,0.245,2.8,0,0
M-02784,compressor,73.92,3.38,27.08,1252.12,54.27,352.0,12.49,41,35.91,1174,0.339,2.366,0.281,3.368,0,0
M-02785,cnc,69.37,6.19,42.48,1007.25,44.98,269.03,5.74,34,77.31,205,0.019,4.388,0.267,1.875,0,1
M-02786,robotic_arm,84.36,6.17,19.5,1635.24,53.28,301.75,18.14,32,58.88,1040,0.851,4.904,0.185,3.235,0,1
M-02787,robotic_arm,78.72,4.28,32.67,1550.46,71.78,322.95,4.49,59,12.71,849,0.754,2.822,0.208,3.337,0,1
M-02788,compressor,75.52,2.1,23.73,1487.92,38.87,332.6,12.27,32,47.92,967,0.265,2.24,0.224,2.822,0,0
M-02789,turbine,81.97,7.41,28.57,1605.46,42.4,412.42,14.12,42,12.51,953,0.623,4.617,0.257,3.322,1,1
M-02790,compressor,74.17,4.74,27.17,1604.96,44.47,303.17,17.0,26,40.49,948,0.253,3.711,0.189,2.85,0,1
M-02791,turbine,105.8,3.75,25.08,1485.0,47.07,380.97,10.86,3,78.05,573,1.861,3.743,0.257,1.249,1,1
M-02792,cnc,75.51,5.54,31.21,1404.24,51.81,229.59,12.86,22,29.53,735,0.394,3.643,0.164,2.264,0,0
M-02793,robotic_arm,75.95,5.18,15.59,1374.91,63.5,263.55,15.75,43,48.07,494,0.533,3.776,0.192,3.077,1,1
M-02794,turbine,56.9,6.04,29.11,1525.77,57.54,166.17,22.46,38,52.53,1090,-0.48,4.55,0.109,3.776,0,0
M-02795,turbine,68.57,3.27,30.46,1701.47,52.73,314.83,17.44,42,86.06,340,0.056,3.952,0.185,3.01,0,1
M-02796,robotic_arm,85.47,4.65,22.84,1431.48,55.32,347.09,9.09,45,16.54,744,0.927,2.931,0.242,2.965,0,0
M-02797,robotic_arm,60.65,2.54,40.08,1715.77,59.49,138.9,20.95,14,57.29,324,-0.273,2.994,0.081,2.087,0,0
M-02798,compressor,52.42,5.13,27.43,1517.17,31.82,317.24,5.1,49,7.93,503,-0.961,3.149,0.209,2.685,0,0
M-02799,robotic_arm,74.32,4.17,29.58,1518.52,64.86,344.27,9.45,43,13.87,1159,0.465,2.739,0.227,3.253,0,1
M-02800,turbine,87.71,4.59,27.45,1882.92,42.08,340.57,6.16,19,25.97,307,0.906,3.736,0.181,1.386,0,1
M-02801,turbine,74.42,4.0,30.51,1747.48,46.68,227.27,12.94,31,73.37,1073,0.288,4.161,0.13,2.911,0,1
M-02802,compressor,70.64,3.85,38.85,1752.15,56.09,355.25,16.74,51,8.91,992,0.193,2.798,0.203,3.871,0,0
M-02803,cnc,55.42,2.98,45.84,1306.43,51.1,305.6,14.62,11,94.78,496,-0.618,3.403,0.234,1.731,0,0
M-02804,robotic_arm,78.52,5.31,35.47,1844.59,57.84,343.42,20.23,19,45.63,501,0.605,4.466,0.186,2.391,0,1
M-02805,cnc,80.61,6.29,37.53,1435.2,53.7,296.82,15.35,13,84.67,96,0.668,5.201,0.207,1.521,0,1
M-02806,cnc,56.18,3.42,41.3,1409.05,48.53,329.77,8.65,19,26.08,967,-0.606,2.416,0.234,2.085,0,0
M-02807,compressor,85.35,4.97,32.49,1061.34,70.35,377.1,14.73,13,37.09,829,1.071,2.994,0.355,2.095,0,1
M-02808,robotic_arm,81.66,4.81,40.42,1508.73,60.5,291.74,18.71,48,74.07,1181,0.788,4.279,0.193,4.027,0,1
M-02809,cnc,85.32,4.21,35.75,1255.0,55.63,323.47,14.06,59,41.02,413,0.922,2.93,0.258,3.548,0,0
M-02810,cnc,79.84,2.06,31.86,1523.49,60.31,386.23,12.84,58,53.21,532,0.695,2.375,0.254,3.534,0,0
M-02811,cnc,80.54,2.38,33.1,1240.92,43.54,296.34,14.58,22,81.88,852,0.562,2.718,0.239,2.465,0,0
M-02812,turbine,79.21,3.11,20.07,1773.59,78.1,231.85,14.96,56,66.85,468,0.841,3.579,0.131,3.528,0,1
M-02813,robotic_arm,82.68,1.21,32.75,1549.28,38.95,348.94,10.21,6,84.41,443,0.624,2.564,0.225,1.222,0,0
M-02814,cnc,55.81,6.17,21.74,1860.38,53.36,398.27,21.08,8,13.22,278,-0.576,4.316,0.214,1.817,0,1
M-02815,cnc,58.99,4.71,21.25,1265.86,48.56,388.77,8.15,20,62.77,1186,-0.465,3.657,0.307,2.278,0,0
M-02816,robotic_arm,66.64,4.16,32.16,1728.85,48.11,351.47,4.66,18,62.11,617,-0.087,3.999,0.203,1.514,0,0
M-02817,cnc,72.7,1.13,24.32,1125.51,46.55,152.63,18.83,55,62.67,944,0.201,1.485,0.136,4.116,0,0
M-02818,robotic_arm,77.88,1.65,30.96,1487.45,42.74,263.67,20.85,46,60.94,815,0.421,2.249,0.177,3.77,0,0
M-02819,compressor,77.25,4.2,31.83,1336.31,66.26,267.0,16.85,45,73.76,755,0.625,3.693,0.2,3.44,0,0
M-02820,turbine,85.17,6.96,32.1,1369.37,37.54,307.92,13.38,48,85.18,437,0.734,5.487,0.225,3.087,0,1
M-02821,cnc,85.48,3.22,25.58,1357.03,63.8,414.74,23.5,44,26.81,440,1.012,2.247,0.306,3.537,0,0
M-02822,robotic_arm,65.28,5.41,36.39,1285.35,59.78,234.76,11.42,31,14.93,629,-0.038,3.11,0.183,2.449,0,0
M-02823,cnc,76.39,3.53,30.46,1223.26,47.43,450.74,12.12,5,12.03,240,0.394,1.929,0.368,1.127,1,0
M-02824,turbine,65.52,4.28,33.65,1370.36,58.39,280.15,15.82,2,20.05,686,-0.04,2.711,0.204,1.601,0,0
M-02825,turbine,72.12,5.9,23.82,1470.89,50.11,255.15,12.61,58,67.32,190,0.207,4.693,0.173,3.235,0,1
M-02826,robotic_arm,77.22,3.72,29.93,1659.46,38.79,359.94,15.11,31,44.57,395,0.349,3.306,0.217,2.476,0,1
M-02827,compressor,39.91,3.23,37.58,1503.16,38.91,365.08,23.33,57,38.2,792,-1.515,2.69,0.243,4.34,0,0
M-02828,cnc,98.11,6.19,36.82,1659.98,59.87,347.25,8.75,3,91.45,116,1.604,5.602,0.209,0.742,1,1
M-02829,turbine,79.66,4.26,26.22,1183.93,59.24,254.99,6.97,38,90.52,139,0.676,3.847,0.215,2.054,0,1
M-02830,robotic_arm,68.04,5.73,27.73,1372.07,54.9,337.63,12.47,18,56.19,329,0.051,4.234,0.246,1.742,0,0
M-02831,cnc,93.27,3.24,25.07,1577.98,47.3,237.82,14.08,23,48.56,929,1.237,3.008,0.151,2.539,0,0
M-02832,compressor,70.53,6.17,27.06,1511.77,49.71,253.18,18.26,40,30.69,981,0.123,4.167,0.167,3.513,0,1
M-02833,compressor,75.33,4.58,22.61,1294.99,48.09,298.83,23.1,30,48.69,91,0.347,3.344,0.231,2.662,0,0
M-02834,turbine,69.13,4.81,30.17,1618.13,31.04,251.7,17.77,9,44.04,398,-0.133,3.837,0.156,1.758,0,0
M-02835,robotic_arm,90.52,4.38,34.8,1354.37,52.74,373.43,23.74,59,5.66,152,1.153,2.459,0.276,3.911,0,1
M-02836,robotic_arm,72.95,3.49,26.29,1310.07,58.27,267.42,8.93,43,77.06,105,0.33,3.334,0.204,2.343,0,0
M-02837,robotic_arm,75.49,4.2,30.46,1537.65,52.81,290.67,8.18,22,46.66,1135,0.403,3.439,0.189,2.317,0,0
M-02838,cnc,86.04,3.58,29.68,1451.11,73.23,247.79,10.13,38,26.17,561,1.134,2.566,0.171,2.595,0,0
M-02839,compressor,79.85,5.54,37.33,1355.88,39.95,372.44,19.74,10,68.29,972,0.492,4.352,0.275,2.395,0,1
